episodes,% time spent exploring,mean 100 episode reward,steps,reward
933,10,77.9,51180,64.0
934,10,77.5,51205,25.0
935,10,78.9,51405,200.0
936,10,80.3,51553,148.0
937,10,81.3,51707,154.0
938,10,82.7,51907,200.0
939,10,83.8,52041,134.0
940,10,85.1,52223,182.0
941,10,86.2,52384,161.0
942,10,86.6,52446,62.0
943,10,87.0,52531,85.0
944,10,88.4,52731,200.0
945,10,89.8,52931,200.0
946,10,90.9,53084,153.0
947,10,92.0,53201,117.0
948,10,92.4,53259,58.0
949,10,92.4,53314,55.0
950,10,92.3,53374,60.0
951,10,92.4,53401,27.0
952,10,91.9,53436,35.0
953,10,92.0,53501,65.0
954,10,92.0,53566,65.0
955,10,92.0,53639,73.0
956,10,92.1,53705,66.0
957,10,92.8,53854,149.0
958,10,92.6,53901,47.0
959,10,92.4,53938,37.0
960,10,92.9,54073,135.0
961,10,93.9,54250,177.0
962,10,93.7,54315,65.0
963,10,94.6,54491,176.0
964,10,94.9,54542,51.0
965,10,94.3,54564,22.0
966,10,95.3,54698,134.0
967,10,96.2,54867,169.0
968,10,96.7,54926,59.0
969,10,96.4,54967,41.0
970,10,97.6,55109,142.0
971,10,97.6,55121,12.0
972,10,97.7,55142,21.0
973,10,98.3,55285,143.0
974,10,99.3,55407,122.0
975,10,98.6,55432,25.0
976,10,97.0,55472,40.0
977,10,97.3,55609,137.0
978,10,97.3,55693,84.0
979,10,98.0,55811,118.0
980,10,97.4,55829,18.0
981,10,98.4,55997,168.0
982,10,98.5,56115,118.0
983,10,99.1,56272,157.0
984,10,99.7,56405,133.0
985,10,100.7,56580,175.0
986,10,100.0,56597,17.0
987,10,100.9,56797,200.0
988,10,100.4,56818,21.0
989,10,101.2,56986,168.0
990,10,102.4,57186,200.0
991,10,103.2,57386,200.0
992,10,102.5,57398,12.0
993,10,101.8,57413,15.0
994,10,101.2,57425,12.0
995,10,101.0,57496,71.0
996,10,100.4,57514,18.0
997,10,101.4,57714,200.0
998,10,102.1,57914,200.0
999,10,102.8,58082,168.0
1000,10,101.1,58107,25.0
1001,10,101.9,58307,200.0
1002,10,102.8,58507,200.0
1003,10,103.7,58707,200.0
1004,10,104.8,58907,200.0
1005,10,105.7,59107,200.0
1006,10,106.7,59307,200.0
1007,10,108.0,59507,200.0
1008,10,109.9,59707,200.0
1009,10,111.1,59907,200.0
1010,10,112.4,60107,200.0
1011,10,113.6,60307,200.0
1012,10,113.8,60414,107.0
1013,10,113.8,60614,200.0
1014,10,114.9,60814,200.0
1015,10,114.9,61014,200.0
1016,10,114.9,61122,108.0
1017,10,113.5,61183,61.0
1018,10,114.3,61383,200.0
1019,10,115.6,61583,200.0
1020,10,117.0,61783,200.0
1021,10,118.1,61983,200.0
1022,10,117.8,62054,71.0
1023,10,118.0,62129,75.0
1024,10,118.5,62240,111.0
1025,10,119.9,62440,200.0
1026,10,120.1,62471,31.0
1027,10,121.2,62671,200.0
1028,10,122.4,62871,200.0
1029,10,123.1,63071,200.0
1030,10,123.7,63271,200.0
1031,10,124.0,63444,173.0
1032,10,125.2,63641,197.0
1033,10,125.6,63737,96.0
1034,10,127.3,63937,200.0
1035,10,127.3,64137,200.0
1036,10,127.0,64251,114.0
1037,10,127.4,64451,200.0
1038,10,126.5,64561,110.0
1039,10,127.0,64738,177.0
1040,10,127.2,64938,200.0
1041,10,126.8,65069,131.0
1042,10,126.4,65083,14.0
1043,10,126.9,65220,137.0
1044,10,126.2,65351,131.0
1045,10,126.2,65551,200.0
1046,10,124.8,65563,12.0
1047,10,123.8,65576,13.0
1048,10,123.3,65587,11.0
1049,10,122.9,65607,20.0
1050,10,124.3,65807,200.0
1051,10,124.2,65825,18.0
1052,10,125.9,66025,200.0
1053,10,125.4,66041,16.0
1054,10,124.9,66057,16.0
1055,10,125.4,66176,119.0
1056,10,124.8,66190,14.0
1057,10,123.5,66206,16.0
1058,10,124.3,66334,128.0
1059,10,124.2,66354,20.0
1060,10,122.9,66365,11.0
1061,10,121.3,66380,15.0
1062,10,120.9,66404,24.0
1063,10,119.3,66420,16.0
1064,10,119.0,66439,19.0
1065,10,118.9,66455,16.0
1066,10,118.9,66588,133.0
1067,10,117.4,66603,15.0
1068,10,116.9,66620,17.0
1069,10,117.7,66736,116.0
1070,10,116.5,66760,24.0
1071,10,116.6,66779,19.0
1072,10,116.6,66802,23.0
1073,10,116.3,66913,111.0
1074,10,116.1,67020,107.0
1075,10,116.1,67039,19.0
1076,10,115.8,67054,15.0
1077,10,114.7,67077,23.0
1078,10,114.0,67091,14.0
1079,10,112.9,67101,10.0
1080,10,112.9,67119,18.0
1081,10,111.4,67132,13.0
1082,10,111.2,67231,99.0
1083,10,109.7,67242,11.0
1084,10,108.5,67256,14.0
1085,10,107.7,67353,97.0
1086,10,108.6,67458,105.0
1087,10,106.7,67469,11.0
1088,10,106.7,67489,20.0
1089,10,105.2,67505,16.0
1090,10,104.1,67600,95.0
1091,10,102.3,67618,18.0
1092,10,102.4,67636,18.0
1093,10,102.4,67651,15.0
1094,10,102.4,67666,15.0
1095,10,101.8,67680,14.0
1096,10,101.8,67698,18.0
1097,10,100.0,67716,18.0
1098,10,98.1,67727,11.0
1099,10,96.6,67743,16.0
1100,10,96.5,67755,12.0
1101,10,94.6,67771,16.0
1102,10,93.6,67870,99.0
1103,10,91.9,67894,24.0
1104,10,90.0,67906,12.0
1105,10,88.1,67920,14.0
1106,10,87.1,68019,99.0
1107,10,85.3,68033,14.0
1108,10,83.5,68053,20.0
1109,10,82.2,68125,72.0
1110,10,80.4,68144,19.0
1111,10,78.6,68164,20.0
1112,10,77.7,68182,18.0
1113,10,75.8,68196,14.0
1114,10,74.0,68210,14.0
1115,10,72.9,68302,92.0
1116,10,72.0,68320,18.0
1117,10,71.6,68339,19.0
1118,10,69.7,68355,16.0
1119,10,67.8,68368,13.0
1120,10,66.7,68450,82.0
1121,10,65.5,68536,86.0
1122,10,65.0,68556,20.0
1123,10,65.1,68641,85.0
1124,10,64.8,68723,82.0
1125,10,63.0,68737,14.0
1126,10,63.5,68823,86.0
1127,10,61.7,68837,14.0
1128,10,59.8,68852,15.0
1129,10,58.7,68940,88.0
1130,10,56.8,68950,10.0
1131,10,55.9,69037,87.0
1132,10,54.1,69049,12.0
1133,10,53.4,69074,25.0
1134,10,52.3,69164,90.0
1135,10,51.0,69234,70.0
1136,10,49.9,69244,10.0
1137,10,48.1,69263,19.0
1138,10,48.0,69356,93.0
1139,10,47.1,69451,95.0
1140,10,45.4,69483,32.0
1141,10,44.3,69495,12.0
1142,10,44.3,69514,19.0
1143,10,43.7,69591,77.0
1144,10,42.5,69602,11.0
1145,10,40.7,69617,15.0
1146,10,40.7,69630,13.0
1147,10,40.6,69640,10.0
1148,10,40.7,69653,13.0
1149,10,41.3,69733,80.0
1150,10,39.5,69755,22.0
1151,10,40.0,69827,72.0
1152,10,38.1,69837,10.0
1153,10,38.1,69853,16.0
1154,10,38.1,69867,14.0
1155,10,37.0,69879,12.0
1156,10,37.7,69960,81.0
1157,10,38.2,70026,66.0
1158,10,37.6,70099,73.0
1159,10,38.3,70182,83.0
1160,10,39.0,70264,82.0
1161,10,39.7,70354,90.0
1162,10,39.6,70368,14.0
1163,10,40.4,70465,97.0
1164,10,41.2,70558,93.0
1165,10,41.9,70649,91.0
1166,10,41.6,70746,97.0
1167,10,41.6,70764,18.0
1168,10,42.3,70854,90.0
1169,10,41.3,70866,12.0
1170,10,41.8,70937,71.0
1171,10,42.6,71035,98.0
1172,10,42.5,71050,15.0
1173,10,42.3,71147,97.0
1174,10,42.2,71239,92.0
1175,10,42.9,71333,94.0
1176,10,43.1,71363,30.0
1177,10,43.9,71465,102.0
1178,10,43.9,71484,19.0
1179,10,44.8,71577,93.0
1180,10,45.6,71677,100.0
1181,10,46.4,71771,94.0
1182,10,45.6,71786,15.0
1183,10,46.2,71857,71.0
1184,10,46.9,71946,89.0
1185,10,46.8,72036,90.0
1186,10,45.9,72048,12.0
1187,10,45.9,72059,11.0
1188,10,45.8,72071,12.0
1189,10,45.8,72089,18.0
1190,10,45.1,72106,17.0
1191,10,45.8,72201,95.0
1192,10,46.6,72296,95.0
1193,10,47.3,72379,83.0
1194,10,47.3,72393,14.0
1195,10,47.5,72432,39.0
1196,10,48.3,72526,94.0
1197,10,48.2,72537,11.0
1198,10,48.9,72618,81.0
1199,10,48.8,72628,10.0
1200,10,49.6,72715,87.0
1201,10,50.4,72808,93.0
1202,10,49.5,72821,13.0
1203,10,50.2,72912,91.0
1204,10,51.0,73004,92.0
1205,10,51.8,73100,96.0
1206,10,51.8,73195,95.0
1207,10,52.6,73295,100.0
1208,10,53.4,73393,98.0
1209,10,53.7,73491,98.0
1210,10,54.5,73591,100.0
1211,10,54.4,73607,16.0
1212,10,55.2,73701,94.0
1213,10,56.0,73792,91.0
1214,10,55.9,73804,12.0
1215,10,55.2,73822,18.0
1216,10,56.0,73916,94.0
1217,10,55.9,73929,13.0
1218,10,56.6,74014,85.0
1219,10,57.4,74111,97.0
1220,10,57.6,74205,94.0
1221,10,56.8,74220,15.0
1222,10,57.6,74317,97.0
1223,10,57.7,74410,93.0
1224,10,57.8,74503,93.0
1225,10,58.4,74575,72.0
1226,10,57.7,74589,14.0
1227,10,58.5,74687,98.0
1228,10,59.3,74782,95.0
1229,10,58.6,74801,19.0
1230,10,58.6,74810,9.0
1231,10,58.6,74902,92.0
1232,10,58.6,74914,12.0
1233,10,59.4,75009,95.0
1234,10,59.4,75103,94.0
1235,10,58.9,75123,20.0
1236,10,59.0,75141,18.0
1237,10,58.9,75157,16.0
1238,10,59.0,75251,94.0
1239,10,58.1,75264,13.0
1240,10,58.7,75351,87.0
1241,10,58.7,75364,13.0
1242,10,59.5,75461,97.0
1243,10,59.7,75558,97.0
1244,10,59.8,75580,22.0
1245,10,60.6,75676,96.0
1246,10,60.6,75692,16.0
1247,10,60.6,75705,13.0
1248,10,61.4,75789,84.0
1249,10,61.5,75883,94.0
1250,10,61.4,75894,11.0
1251,10,61.6,75987,93.0
1252,10,61.7,76007,20.0
1253,10,61.6,76018,11.0
1254,10,61.6,76032,14.0
1255,10,61.7,76052,20.0
1256,10,61.9,76148,96.0
1257,10,61.4,76166,18.0
1258,10,61.6,76260,94.0
1259,10,61.8,76360,100.0
1260,10,61.1,76373,13.0
1261,10,60.9,76443,70.0
1262,10,61.7,76535,92.0
1263,10,60.9,76551,16.0
1264,10,60.1,76568,17.0
1265,10,59.4,76588,20.0
1266,10,58.6,76603,15.0
1267,10,59.4,76699,96.0
1268,10,59.4,76798,99.0
1269,10,60.3,76893,95.0
1270,10,60.6,76994,101.0
1271,10,59.8,77012,18.0
1272,10,60.6,77111,99.0
1273,10,59.8,77127,16.0
1274,10,59.8,77219,92.0
1275,10,59.0,77233,14.0
1276,10,59.6,77323,90.0
1277,10,58.7,77338,15.0
1278,10,58.7,77351,13.0
1279,10,57.8,77361,10.0
1280,10,57.8,77457,96.0
1281,10,57.4,77512,55.0
1282,10,57.4,77523,11.0
1283,10,57.6,77616,93.0
1284,10,57.5,77699,83.0
1285,10,57.1,77750,51.0
1286,10,57.4,77786,36.0
1287,10,57.4,77803,17.0
1288,10,58.2,77892,89.0
1289,10,58.2,77909,17.0
1290,10,58.2,77929,20.0
1291,10,57.5,77950,21.0
1292,10,56.7,77968,18.0
1293,10,56.1,77989,21.0
1294,10,56.8,78075,86.0
1295,10,57.4,78168,93.0
1296,10,56.6,78188,20.0
1297,10,57.5,78283,95.0
1298,10,56.9,78311,28.0
1299,10,57.0,78329,18.0
1300,10,57.1,78425,96.0
1301,10,56.4,78448,23.0
1302,10,56.5,78470,22.0
1303,10,55.7,78482,12.0
1304,10,54.9,78497,15.0
1305,10,54.2,78519,22.0
1306,10,54.2,78612,93.0
1307,10,53.3,78623,11.0
1308,10,53.2,78715,92.0
1309,10,52.4,78728,13.0
1310,10,52.4,78827,99.0
1311,10,52.3,78838,11.0
1312,10,51.5,78851,13.0
1313,10,51.5,78946,95.0
1314,10,52.1,79013,67.0
1315,10,52.1,79031,18.0
1316,10,51.3,79050,19.0
1317,10,51.4,79068,18.0
1318,10,50.7,79085,17.0
1319,10,50.0,79106,21.0
1320,10,49.1,79119,13.0
1321,10,49.1,79133,14.0
1322,10,49.1,79227,94.0
1323,10,48.3,79244,17.0
1324,10,47.6,79258,14.0
1325,10,46.9,79269,11.0
1326,10,47.0,79286,17.0
1327,10,46.1,79298,12.0
1328,10,45.7,79353,55.0
1329,10,45.7,79367,14.0
1330,10,45.8,79385,18.0
1331,10,45.0,79407,22.0
1332,10,45.1,79424,17.0
1333,10,44.3,79443,19.0
1334,10,44.1,79512,69.0
1335,10,44.1,79530,18.0
1336,10,44.0,79542,12.0
1337,10,44.0,79553,11.0
1338,10,43.4,79591,38.0
1339,10,43.4,79609,18.0
1340,10,42.7,79624,15.0
1341,10,42.7,79636,12.0
1342,10,42.0,79656,20.0
1343,10,41.1,79667,11.0
1344,10,41.0,79681,14.0
1345,10,40.6,79735,54.0
1346,10,40.6,79751,16.0
1347,10,40.6,79769,18.0
1348,10,39.9,79782,13.0
1349,10,39.2,79800,18.0
1350,10,39.2,79815,15.0
1351,10,39.1,79895,80.0
1352,10,39.1,79913,18.0
1353,10,39.1,79930,17.0
1354,10,39.1,79944,14.0
1355,10,39.1,79961,17.0
1356,10,38.2,79973,12.0
1357,10,38.2,79985,12.0
1358,10,37.5,80010,25.0
1359,10,36.6,80025,15.0
1360,10,36.9,80061,36.0
1361,10,36.4,80081,20.0
1362,10,35.6,80092,11.0
1363,10,35.6,80110,18.0
1364,10,35.6,80126,16.0
1365,10,35.5,80137,11.0
1366,10,35.4,80147,10.0
1367,10,34.6,80163,16.0
1368,10,33.8,80180,17.0
1369,10,33.6,80251,71.0
1370,10,32.8,80271,20.0
1371,10,32.8,80287,16.0
1372,10,31.9,80305,18.0
1373,10,31.9,80321,16.0
1374,10,31.4,80360,39.0
1375,10,31.4,80372,12.0
1376,10,31.4,80459,87.0
1377,10,31.4,80478,19.0
1378,10,31.4,80496,18.0
1379,10,31.5,80508,12.0
1380,10,30.7,80526,18.0
1381,10,30.3,80538,12.0
1382,10,31.1,80637,99.0
1383,10,30.7,80685,48.0
1384,10,30.2,80722,37.0
1385,10,29.9,80742,20.0
1386,10,29.7,80755,13.0
1387,10,29.7,80769,14.0
1388,10,29.7,80862,93.0
1389,10,30.5,80957,95.0
1390,10,30.4,80973,16.0
1391,10,30.8,81025,52.0
1392,10,30.7,81036,11.0
1393,10,30.6,81053,17.0
1394,10,30.0,81076,23.0
1395,10,29.6,81127,51.0
1396,10,29.6,81143,16.0
1397,10,28.8,81162,19.0
1398,10,28.7,81185,23.0
1399,10,28.9,81222,37.0
1400,10,28.1,81239,17.0
1401,10,28.1,81262,23.0
1402,10,28.1,81280,18.0
1403,10,28.2,81297,17.0
1404,10,28.4,81340,43.0
1405,10,28.7,81389,49.0
1406,10,27.9,81406,17.0
1407,10,28.8,81500,94.0
1408,10,28.8,81593,93.0
1409,10,28.8,81613,20.0
1410,10,28.3,81660,47.0
1411,10,28.4,81681,21.0
1412,10,28.5,81704,23.0
1413,10,27.7,81716,12.0
1414,10,27.1,81727,11.0
1415,10,27.1,81742,15.0
1416,10,27.2,81765,23.0
1417,10,27.1,81775,10.0
1418,10,27.1,81793,18.0
1419,10,27.1,81814,21.0
1420,10,27.2,81843,29.0
1421,10,27.2,81857,14.0
1422,10,26.4,81872,15.0
1423,10,27.2,81965,93.0
1424,10,27.3,81990,25.0
1425,10,27.8,82053,63.0
1426,10,28.7,82154,101.0
1427,10,28.8,82177,23.0
1428,10,29.3,82280,103.0
1429,10,30.2,82382,102.0
1430,10,31.0,82488,106.0
1431,10,31.0,82502,14.0
1432,10,31.8,82602,100.0
1433,10,31.7,82615,13.0
1434,10,31.3,82638,23.0
1435,10,31.5,82684,46.0
1436,10,32.1,82755,71.0
1437,10,33.0,82849,94.0
1438,10,32.8,82868,19.0
1439,10,32.7,82878,10.0
1440,10,33.5,82978,100.0
1441,10,34.4,83077,99.0
1442,10,35.1,83170,93.0
1443,10,35.2,83184,14.0
1444,10,36.0,83286,102.0
1445,10,36.4,83380,94.0
1446,10,37.1,83461,81.0
1447,10,38.0,83567,106.0
1448,10,38.1,83589,22.0
1449,10,38.8,83684,95.0
1450,10,38.8,83695,11.0
1451,10,38.2,83711,16.0
1452,10,39.3,83840,129.0
1453,10,39.3,83859,19.0
1454,10,39.4,83884,25.0
1455,10,39.4,83899,15.0
1456,10,39.4,83915,16.0
1457,10,39.5,83933,18.0
1458,10,40.4,84051,118.0
1459,10,40.4,84068,17.0
1460,10,41.1,84170,102.0
1461,10,41.0,84180,10.0
1462,10,42.1,84298,118.0
1463,10,42.6,84374,76.0
1464,10,43.7,84493,119.0
1465,10,44.8,84622,129.0
1466,10,46.8,84822,200.0
1467,10,47.9,84956,134.0
1468,10,48.7,85051,95.0
1469,10,48.2,85071,20.0
1470,10,49.1,85178,107.0
1471,10,50.1,85294,116.0
1472,10,50.1,85313,19.0
1473,10,50.2,85338,25.0
1474,10,50.8,85440,102.0
1475,10,51.6,85528,88.0
1476,10,51.7,85627,99.0
1477,10,52.6,85741,114.0
1478,10,52.6,85758,17.0
1479,10,53.6,85868,110.0
1480,10,54.0,85926,58.0
1481,10,54.0,85941,15.0
1482,10,53.2,85957,16.0
1483,10,54.0,86087,130.0
1484,10,54.8,86202,115.0
1485,10,56.0,86340,138.0
1486,10,57.2,86478,138.0
1487,10,58.5,86619,141.0
1488,10,58.7,86729,110.0
1489,10,57.9,86750,21.0
1490,10,59.0,86869,119.0
1491,10,58.6,86882,13.0
1492,10,59.7,87005,123.0
1493,10,60.6,87111,106.0
1494,10,61.4,87212,101.0
1495,10,61.7,87296,84.0
1496,10,62.1,87350,54.0
1497,10,62.0,87361,11.0
1498,10,61.9,87372,11.0
1499,10,61.8,87398,26.0
1500,10,61.8,87414,16.0
1501,10,62.0,87457,43.0
1502,10,62.6,87539,82.0
1503,10,63.1,87607,68.0
1504,10,62.8,87621,14.0
1505,10,62.5,87635,14.0
1506,10,63.3,87734,99.0
1507,10,62.4,87744,10.0
1508,10,62.4,87830,86.0
1509,10,62.3,87845,15.0
1510,10,62.0,87856,11.0
1511,10,61.9,87870,14.0
1512,10,61.8,87889,19.0
1513,10,61.8,87901,12.0
1514,10,62.7,87998,97.0
1515,10,63.7,88108,110.0
1516,10,64.4,88209,101.0
1517,10,65.0,88274,65.0
1518,10,65.9,88380,106.0
1519,10,66.8,88490,110.0
1520,10,66.6,88505,15.0
1521,10,67.4,88597,92.0
1522,10,68.3,88702,105.0
1523,10,68.4,88807,105.0
1524,10,68.3,88817,10.0
1525,10,67.8,88832,15.0
1526,10,67.9,88941,109.0
1527,10,67.8,88960,19.0
1528,10,67.8,89056,96.0
1529,10,66.9,89075,19.0
1530,10,66.6,89143,68.0
1531,10,67.4,89245,102.0
1532,10,67.4,89337,92.0
1533,10,67.6,89370,33.0
1534,10,67.9,89429,59.0
1535,10,67.6,89447,18.0
1536,10,67.8,89536,89.0
1537,10,67.3,89581,45.0
1538,10,68.1,89678,97.0
1539,10,69.0,89773,95.0
1540,10,68.1,89787,14.0
1541,10,68.0,89876,89.0
1542,10,67.2,89894,18.0
1543,10,68.0,89980,86.0
1544,10,67.9,90079,99.0
1545,10,67.9,90166,87.0
1546,10,67.6,90217,51.0
1547,10,66.7,90239,22.0
1548,10,66.7,90258,19.0
1549,10,66.0,90284,26.0
1550,10,66.0,90297,13.0
1551,10,66.8,90392,95.0
1552,10,65.7,90413,21.0
1553,10,65.8,90440,27.0
1554,10,65.7,90458,18.0
1555,10,66.6,90560,102.0
1556,10,67.5,90666,106.0
1557,10,67.6,90689,23.0
1558,10,67.7,90817,128.0
1559,10,68.6,90928,111.0
1560,10,69.6,91128,200.0
1561,10,69.7,91153,25.0
1562,10,68.7,91172,19.0
1563,10,68.2,91192,20.0
1564,10,68.1,91306,114.0
1565,10,67.1,91330,24.0
1566,10,66.2,91440,110.0
1567,10,66.2,91579,139.0
1568,10,67.3,91779,200.0
1569,10,67.2,91796,17.0
1570,10,66.4,91822,26.0
1571,10,66.7,91963,141.0
1572,10,66.6,91974,11.0
1573,10,66.7,92009,35.0
1574,10,67.7,92209,200.0
1575,10,68.2,92344,135.0
1576,10,68.5,92478,134.0
1577,10,67.5,92487,9.0
1578,10,68.8,92642,155.0
1579,10,69.2,92785,143.0
1580,10,70.2,92950,165.0
1581,10,70.2,92965,15.0
1582,10,70.8,93032,67.0
1583,10,69.7,93058,26.0
1584,10,69.1,93111,53.0
1585,10,67.9,93130,19.0
1586,10,66.7,93146,16.0
1587,10,65.4,93159,13.0
1588,10,65.2,93246,87.0
1589,10,65.3,93278,32.0
1590,10,64.2,93292,14.0
1591,10,64.3,93312,20.0
1592,10,63.3,93338,26.0
1593,10,62.5,93360,22.0
1594,10,61.6,93376,16.0
1595,10,61.2,93415,39.0
1596,10,60.8,93427,12.0
1597,10,60.8,93438,11.0
1598,10,60.9,93463,25.0
1599,10,61.0,93496,33.0
1600,10,61.1,93522,26.0
1601,10,60.8,93535,13.0
1602,10,60.4,93584,49.0
1603,10,59.9,93597,13.0
1604,10,59.9,93612,15.0
1605,10,60.0,93633,21.0
1606,10,59.1,93644,11.0
1607,10,59.8,93726,82.0
1608,10,59.2,93746,20.0
1609,10,59.3,93772,26.0
1610,10,59.4,93796,24.0
1611,10,59.5,93817,21.0
1612,10,59.5,93838,21.0
1613,10,59.6,93860,22.0
1614,10,58.7,93871,11.0
1615,10,57.8,93884,13.0
1616,10,56.9,93897,13.0
1617,10,56.3,93907,10.0
1618,10,56.2,93999,92.0
1619,10,55.3,94019,20.0
1620,10,55.3,94039,20.0
1621,10,54.5,94050,11.0
1622,10,53.7,94071,21.0
1623,10,52.8,94087,16.0
1624,10,52.9,94104,17.0
1625,10,52.9,94121,17.0
1626,10,51.9,94134,13.0
1627,10,51.8,94145,11.0
1628,10,51.0,94155,10.0
1629,10,51.7,94245,90.0
1630,10,51.2,94268,23.0
1631,10,50.4,94286,18.0
1632,10,49.7,94307,21.0
1633,10,50.1,94379,72.0
1634,10,49.7,94400,21.0
1635,10,50.1,94459,59.0
1636,10,49.4,94471,12.0
1637,10,49.7,94553,82.0
1638,10,49.4,94614,61.0
1639,10,49.2,94688,74.0
1640,10,49.1,94699,11.0
1641,10,49.1,94790,91.0
1642,10,49.1,94802,12.0
1643,10,48.5,94828,26.0
1644,10,47.6,94843,15.0
1645,10,47.1,94875,32.0
1646,10,47.0,94918,43.0
1647,10,46.9,94930,12.0
1648,10,46.9,94945,15.0
1649,10,47.3,95011,66.0
1650,10,48.0,95101,90.0
1651,10,48.0,95197,96.0
1652,10,48.0,95217,20.0
1653,10,48.7,95306,89.0
1654,10,49.0,95358,52.0
1655,10,48.4,95397,39.0
1656,10,47.8,95450,53.0
1657,10,48.3,95523,73.0
1658,10,47.6,95573,50.0
1659,10,47.4,95673,100.0
1660,10,46.5,95776,103.0
1661,10,46.6,95818,42.0
1662,10,47.4,95910,92.0
1663,10,48.2,96008,98.0
1664,10,48.1,96116,108.0
1665,10,48.0,96128,12.0
1666,10,48.0,96241,113.0
1667,10,47.7,96345,104.0
1668,10,46.7,96449,104.0
1669,10,47.6,96555,106.0
1670,10,47.6,96579,24.0
1671,10,47.2,96688,109.0
1672,10,47.7,96748,60.0
1673,10,48.3,96841,93.0
1674,10,46.5,96857,16.0
1675,10,46.2,96962,105.0
1676,10,46.0,97082,120.0
1677,10,47.1,97195,113.0
1678,10,45.7,97209,14.0
1679,10,45.2,97300,91.0
1680,10,44.4,97395,95.0
1681,10,45.3,97494,99.0
1682,10,45.6,97594,100.0
1683,10,46.2,97674,80.0
1684,10,45.9,97701,27.0
1685,10,45.9,97721,20.0
1686,10,46.5,97797,76.0
1687,10,47.4,97897,100.0
1688,10,46.6,97911,14.0
1689,10,47.4,98017,106.0
1690,10,47.4,98031,14.0
1691,10,47.3,98046,15.0
1692,10,47.4,98074,28.0
1693,10,47.3,98090,16.0
1694,10,47.3,98107,17.0
1695,10,47.2,98135,28.0
1696,10,48.0,98229,94.0
1697,10,48.9,98327,98.0
1698,10,49.6,98421,94.0
1699,10,50.1,98502,81.0
1700,10,50.2,98541,39.0
1701,10,51.1,98645,104.0
1702,10,51.6,98739,94.0
1703,10,52.4,98834,95.0
1704,10,53.1,98926,92.0
1705,10,53.1,98942,16.0
1706,10,53.2,98964,22.0
1707,10,53.3,99060,96.0
1708,10,54.1,99154,94.0
1709,10,54.6,99232,78.0
1710,10,55.4,99334,102.0
1711,10,55.9,99408,74.0
1712,10,56.2,99460,52.0
1713,10,57.0,99560,100.0
1714,10,57.4,99612,52.0
1715,10,58.1,99694,82.0
1716,10,58.3,99723,29.0
1717,10,58.5,99753,30.0
1718,10,58.5,99850,97.0
1719,10,58.7,99885,35.0
1720,10,59.4,99977,92.0
1721,10,59.5,99996,19.0
