reward,mean 100 episode reward,head,% time spent exploring,episodes,steps
0.037000000000000026,0.0,2,68,71,7629
0.016000000000000007,0.0,0,68,72,7738
0.0,0.0,3,67,73,7847
0.0,0.0,5,67,74,7956
0.001,0.0,9,66,75,8065
0.011000000000000003,0.0,4,66,76,8174
0.0,0.0,4,65,77,8283
0.0,0.0,6,65,78,8392
0.004,0.0,4,64,79,8501
0.001,0.0,4,64,80,8610
0.002,0.0,3,63,81,8719
0.0,0.0,4,63,82,8828
0.004,0.0,4,63,83,8937
0.047000000000000035,0.0,8,62,84,9046
0.0,0.0,4,62,85,9155
0.002,0.0,3,61,86,9264
0.0,0.0,7,61,87,9373
0.0,0.0,5,60,88,9482
0.003,0.0,5,60,89,9591
0.04500000000000003,0.0,0,59,90,9700
0.023000000000000013,0.0,1,59,91,9809
0.0,0.0,5,59,92,9918
0.03200000000000002,0.0,9,58,93,10027
0.003,0.0,3,58,94,10136
0.05200000000000004,0.0,0,57,95,10245
0.0,0.0,5,57,96,10354
0.02900000000000002,0.0,0,56,97,10463
0.01900000000000001,0.0,1,56,98,10572
0.07200000000000005,0.0,2,55,99,10681
0.0,0.0,4,55,100,10790
0.02000000000000001,0.0,2,54,101,10899
0.057000000000000044,0.0,0,54,102,11008
0.003,0.0,3,54,103,11117
0.05300000000000004,0.0,2,53,104,11226
0.05000000000000004,0.0,0,53,105,11335
0.015000000000000006,0.0,7,52,106,11444
0.0,0.0,5,52,107,11553
0.002,0.0,9,51,108,11662
0.04300000000000003,0.0,0,51,109,11771
0.05600000000000004,0.0,2,50,110,11880
0.07000000000000005,0.0,7,50,111,11989
0.023000000000000013,0.0,2,50,112,12098
0.0,0.0,9,49,113,12207
0.03300000000000002,0.0,2,49,114,12316
0.027000000000000017,0.0,3,48,115,12425
0.03400000000000002,0.0,3,48,116,12534
0.02900000000000002,0.0,2,47,117,12643
0.04200000000000003,0.0,3,47,118,12752
0.001,0.0,4,46,119,12861
0.023000000000000013,0.0,1,46,120,12970
0.022000000000000013,0.0,2,45,121,13079
0.001,0.0,9,45,122,13188
0.013000000000000005,0.0,1,45,123,13297
0.0,0.0,4,44,124,13406
0.037000000000000026,0.0,6,44,125,13515
0.03900000000000003,0.0,8,43,126,13624
0.025000000000000015,0.0,2,43,127,13733
0.011000000000000003,0.0,3,42,128,13842
0.025000000000000015,0.0,0,42,129,13951
0.027000000000000017,0.0,0,41,130,14060
0.03900000000000003,0.0,6,41,131,14169
0.0,0.0,0,41,132,14278
0.02000000000000001,0.0,6,40,133,14387
0.04300000000000003,0.0,3,40,134,14496
0.037000000000000026,0.0,3,39,135,14605
0.02100000000000001,0.0,8,39,136,14714
0.03100000000000002,0.0,8,38,137,14823
0.060000000000000046,0.0,8,38,138,14932
0.023000000000000013,0.0,2,37,139,15041
0.03400000000000002,0.0,3,37,140,15150
0.05100000000000004,0.0,2,36,141,15259
0.05400000000000004,0.0,0,36,142,15368
0.04300000000000003,0.0,8,36,143,15477
0.024000000000000014,0.0,8,35,144,15586
0.04000000000000003,0.0,3,35,145,15695
0.003,0.0,8,34,146,15804
0.023000000000000013,0.0,2,34,147,15913
0.013000000000000005,0.0,8,33,148,16022
0.0,0.0,4,33,149,16131
0.060000000000000046,0.0,3,32,150,16240
0.02100000000000001,0.0,0,32,151,16349
0.0,0.0,4,32,152,16458
0.03400000000000002,0.0,3,31,153,16567
0.0,0.0,6,31,154,16676
0.002,0.0,9,30,155,16785
0.026000000000000016,0.0,8,30,156,16894
0.03900000000000003,0.0,0,29,157,17003
0.03200000000000002,0.0,8,29,158,17112
0.0,0.0,5,28,159,17221
0.006,0.0,9,28,160,17330
0.04400000000000003,0.0,0,27,161,17439
0.007,0.0,9,27,162,17548
0.013000000000000005,0.0,6,27,163,17657
0.007,0.0,5,26,164,17766
0.07200000000000005,0.0,3,26,165,17875
0.04200000000000003,0.0,1,25,166,17984
0.06400000000000004,0.0,8,25,167,18093
0.01800000000000001,0.0,0,24,168,18202
0.006,0.0,4,24,169,18311
0.005,0.0,9,23,170,18420
0.005,0.0,6,23,171,18529
0.005,0.0,5,23,172,18638
0.09100000000000007,0.0,7,22,173,18747
0.05400000000000004,0.0,8,22,174,18856
0.04000000000000003,0.0,8,21,175,18965
0.007,0.0,9,21,176,19074
0.012000000000000004,0.0,2,20,177,19183
0.009000000000000001,0.0,8,20,178,19292
0.04200000000000003,0.0,6,19,179,19401
0.009000000000000001,0.0,6,19,180,19510
0.023000000000000013,0.0,9,18,181,19619
0.007,0.0,1,18,182,19728
0.0,0.0,6,18,183,19837
0.027000000000000017,0.0,8,17,184,19946
0.027000000000000017,0.0,8,17,185,20055
0.026000000000000016,0.0,3,16,186,20164
0.05400000000000004,0.0,2,16,187,20273
0.05100000000000004,0.0,3,15,188,20382
0.08500000000000006,0.0,6,15,189,20491
0.058000000000000045,0.0,3,14,190,20600
0.07200000000000005,0.0,6,14,191,20709
0.0,0.0,5,14,192,20818
0.10400000000000008,0.0,7,13,193,20927
0.07600000000000005,0.0,0,13,194,21036
0.03200000000000002,0.0,8,12,195,21145
0.014000000000000005,0.0,4,12,196,21254
0.007,0.0,6,11,197,21363
0.06700000000000005,0.0,5,11,198,21472
0.03200000000000002,0.0,8,10,199,21581
0.037000000000000026,0.0,2,10,200,21690
0.01800000000000001,0.0,3,9,201,21799
0.02100000000000001,0.0,9,9,202,21908
0.08200000000000006,0.0,7,9,203,22017
0.06700000000000005,0.0,5,9,204,22126
0.035000000000000024,0.0,3,9,205,22235
0.03300000000000002,0.0,4,9,206,22344
0.005,0.0,5,9,207,22453
0.05400000000000004,0.0,3,9,208,22562
0.005,0.0,3,9,209,22671
0.07500000000000005,0.0,7,9,210,22780
0.007,0.0,9,9,211,22889
0.0,0.0,9,9,212,22998
0.0,0.0,9,9,213,23107
0.08700000000000006,0.0,7,9,214,23216
0.04400000000000003,0.0,3,9,215,23325
0.06900000000000005,0.0,2,9,216,23434
0.07100000000000005,0.0,3,9,217,23543
0.03400000000000002,0.0,9,9,218,23652
0.09100000000000007,0.0,7,9,219,23761
0.08800000000000006,0.0,7,9,220,23870
0.04200000000000003,0.0,5,9,221,23979
0.058000000000000045,0.0,1,9,222,24088
0.04400000000000003,0.0,2,9,223,24197
0.06500000000000004,0.0,2,9,224,24306
0.07000000000000005,0.0,8,9,225,24415
0.06700000000000005,0.0,1,9,226,24524
0.035000000000000024,0.0,5,9,227,24633
0.04400000000000003,0.0,8,9,228,24742
0.008,0.0,4,9,229,24851
0.06600000000000004,0.0,0,9,230,24960
0.05300000000000004,0.0,2,9,231,25069
0.08000000000000006,0.0,5,9,232,25178
0.03000000000000002,0.0,5,9,233,25287
0.02100000000000001,0.0,0,9,234,25396
0.058000000000000045,0.0,8,9,235,25505
0.059000000000000045,0.0,1,9,236,25614
0.03800000000000003,0.0,1,9,237,25723
0.05300000000000004,0.0,0,9,238,25832
0.07900000000000006,0.0,3,9,239,25941
0.022000000000000013,0.0,8,9,240,26050
0.027000000000000017,0.0,8,9,241,26159
0.06400000000000004,0.0,4,9,242,26268
0.025000000000000015,0.0,4,9,243,26377
0.06700000000000005,0.0,0,9,244,26486
0.05500000000000004,0.0,9,9,245,26595
0.046000000000000034,0.0,3,9,246,26704
0.06200000000000005,0.0,7,9,247,26813
0.05300000000000004,0.0,3,9,248,26922
0.05000000000000004,0.0,2,9,249,27031
0.03400000000000002,0.0,1,9,250,27140
0.046000000000000034,0.0,1,9,251,27249
0.08300000000000006,0.0,2,9,252,27358
0.05600000000000004,0.0,1,9,253,27467
0.017000000000000008,0.0,4,9,254,27576
0.03800000000000003,0.0,2,9,255,27685
0.05200000000000004,0.0,5,9,256,27794
0.016000000000000007,0.0,5,9,257,27903
0.05100000000000004,0.0,5,9,258,28012
0.04900000000000004,0.0,2,9,259,28121
0.02900000000000002,0.0,5,9,260,28230
0.06300000000000004,0.0,7,9,261,28339
0.07800000000000006,0.0,7,9,262,28448
0.03300000000000002,0.0,6,9,263,28557
0.036000000000000025,0.0,1,9,264,28666
0.060000000000000046,0.0,6,9,265,28775
0.037000000000000026,0.0,7,9,266,28884
0.06900000000000005,0.0,2,9,267,28993
0.06100000000000005,0.0,3,9,268,29102
0.059000000000000045,0.0,1,9,269,29211
0.04100000000000003,0.0,9,9,270,29320
0.03800000000000003,0.0,5,9,271,29429
0.07500000000000005,0.0,9,9,272,29538
0.03800000000000003,0.0,9,9,273,29647
0.07200000000000005,0.0,2,9,274,29756
0.025000000000000015,0.0,0,9,275,29865
0.03900000000000003,0.0,9,9,276,29974
0.03800000000000003,0.0,1,9,277,30083
0.04400000000000003,0.0,9,9,278,30192
0.047000000000000035,0.0,0,9,279,30301
0.05200000000000004,0.0,6,9,280,30410
0.07000000000000005,0.0,0,9,281,30519
0.07500000000000005,0.0,4,9,282,30628
0.002,0.0,8,9,283,30737
0.025000000000000015,0.0,4,9,284,30846
0.057000000000000044,0.0,3,9,285,30955
0.017000000000000008,0.0,3,9,286,31064
0.013000000000000005,0.0,8,9,287,31173
0.012000000000000004,0.0,8,9,288,31282
0.07200000000000005,0.0,7,9,289,31391
0.03800000000000003,0.0,0,9,290,31500
0.05600000000000004,0.0,3,9,291,31609
0.037000000000000026,0.0,8,9,292,31718
0.06800000000000005,0.0,7,9,293,31827
0.04300000000000003,0.0,7,9,294,31936
0.02000000000000001,0.0,1,9,295,32045
0.010000000000000002,0.0,8,9,296,32154
0.0,0.0,4,9,297,32263
0.035000000000000024,0.0,7,9,298,32372
0.046000000000000034,0.0,0,9,299,32481
0.007,0.0,4,9,300,32590
0.057000000000000044,0.0,9,9,301,32699
0.05000000000000004,0.0,0,9,302,32808
0.04400000000000003,0.0,6,9,303,32917
0.024000000000000014,0.0,4,9,304,33026
0.01900000000000001,0.0,2,9,305,33135
0.017000000000000008,0.0,4,9,306,33244
0.013000000000000005,0.0,6,9,307,33353
0.03000000000000002,0.0,3,9,308,33462
0.03900000000000003,0.0,3,9,309,33571
0.023000000000000013,0.0,7,9,310,33680
0.059000000000000045,0.0,8,9,311,33789
0.04200000000000003,0.0,5,9,312,33898
0.010000000000000002,0.0,0,9,313,34007
0.046000000000000034,0.0,8,9,314,34116
0.008,0.0,5,9,315,34225
0.006,0.0,4,9,316,34334
0.04500000000000003,0.0,7,9,317,34443
0.06200000000000005,0.0,4,9,318,34552
0.015000000000000006,0.0,1,9,319,34661
0.04300000000000003,0.0,3,9,320,34770
0.023000000000000013,0.0,3,9,321,34879
0.037000000000000026,0.0,9,9,322,34988
0.036000000000000025,0.0,2,9,323,35097
0.10000000000000007,0.0,5,9,324,35206
0.0,0.0,2,9,325,35315
0.017000000000000008,0.0,3,9,326,35424
0.0,0.0,5,9,327,35533
0.037000000000000026,0.0,7,9,328,35642
0.06400000000000004,0.0,2,9,329,35751
0.060000000000000046,0.0,7,9,330,35860
0.017000000000000008,0.0,1,9,331,35969
0.060000000000000046,0.0,6,9,332,36078
0.09700000000000007,0.0,5,9,333,36187
0.0,0.0,0,9,334,36296
0.05300000000000004,0.0,0,9,335,36405
0.04000000000000003,0.0,3,9,336,36514
0.07700000000000005,0.0,1,9,337,36623
0.04400000000000003,0.0,9,9,338,36732
0.036000000000000025,0.0,9,9,339,36841
0.025000000000000015,0.0,6,9,340,36950
0.04300000000000003,0.0,6,9,341,37059
0.04000000000000003,0.0,7,9,342,37168
0.03100000000000002,0.0,8,9,343,37277
0.011000000000000003,0.0,8,9,344,37386
0.06300000000000004,0.0,7,9,345,37495
0.02100000000000001,0.0,0,9,346,37604
0.04200000000000003,0.0,8,9,347,37713
0.04100000000000003,0.0,6,9,348,37822
0.03000000000000002,0.0,8,9,349,37931
0.04400000000000003,0.0,9,9,350,38040
0.026000000000000016,0.0,8,9,351,38149
0.022000000000000013,0.0,3,9,352,38258
0.026000000000000016,0.0,6,9,353,38367
0.02000000000000001,0.0,1,9,354,38476
0.07400000000000005,0.0,7,9,355,38585
0.05200000000000004,0.0,4,9,356,38694
0.010000000000000002,0.0,9,9,357,38803
0.022000000000000013,0.0,2,9,358,38912
0.05300000000000004,0.0,0,9,359,39021
0.05400000000000004,0.0,8,9,360,39130
0.03100000000000002,0.0,2,9,361,39239
0.04100000000000003,0.0,7,9,362,39348
0.024000000000000014,0.0,8,9,363,39457
0.024000000000000014,0.0,4,9,364,39566
0.08100000000000006,0.0,4,9,365,39675
0.04300000000000003,0.0,1,9,366,39784
0.046000000000000034,0.0,7,9,367,39893
0.04300000000000003,0.0,6,9,368,40002
0.03000000000000002,0.0,9,9,369,40111
0.04000000000000003,0.0,4,9,370,40220
0.06500000000000004,0.0,1,9,371,40329
0.05000000000000004,0.0,5,9,372,40438
0.0,0.0,9,9,373,40547
0.059000000000000045,0.0,7,9,374,40656
0.035000000000000024,0.0,1,9,375,40765
0.05100000000000004,0.0,3,9,376,40874
0.04300000000000003,0.0,5,9,377,40983
0.04000000000000003,0.0,7,9,378,41092
0.05200000000000004,0.0,3,9,379,41201
0.0,0.0,6,9,380,41310
0.023000000000000013,0.0,6,9,381,41419
0.03900000000000003,0.0,7,9,382,41528
0.07000000000000005,0.0,9,9,383,41637
0.04000000000000003,0.0,1,9,384,41746
0.05200000000000004,0.0,9,9,385,41855
0.037000000000000026,0.0,6,9,386,41964
0.013000000000000005,0.0,0,9,387,42073
0.03300000000000002,0.0,3,9,388,42182
0.07200000000000005,0.0,8,9,389,42291
0.013000000000000005,0.0,4,9,390,42400
0.057000000000000044,0.0,1,9,391,42509
0.05500000000000004,0.0,4,9,392,42618
0.047000000000000035,0.0,5,9,393,42727
0.03200000000000002,0.0,0,9,394,42836
0.010000000000000002,0.0,3,9,395,42945
0.060000000000000046,0.0,1,9,396,43054
0.002,0.0,4,9,397,43163
0.03000000000000002,0.0,4,9,398,43272
0.06200000000000005,0.0,4,9,399,43381
0.04500000000000003,0.0,0,9,400,43490
0.03200000000000002,0.0,0,9,401,43599
0.04400000000000003,0.0,8,9,402,43708
0.03900000000000003,0.0,4,9,403,43817
0.013000000000000005,0.0,6,9,404,43926
0.009000000000000001,0.0,9,9,405,44035
0.05600000000000004,0.0,3,9,406,44144
0.03000000000000002,0.0,3,9,407,44253
0.015000000000000006,0.0,2,9,408,44362
0.07500000000000005,0.0,1,9,409,44471
0.01800000000000001,0.0,2,9,410,44580
0.04000000000000003,0.0,1,9,411,44689
0.04400000000000003,0.0,3,9,412,44798
0.02900000000000002,0.0,4,9,413,44907
0.02000000000000001,0.0,1,9,414,45016
0.04200000000000003,0.0,1,9,415,45125
0.048000000000000036,0.0,0,9,416,45234
0.06600000000000004,0.0,7,9,417,45343
0.035000000000000024,0.0,8,9,418,45452
0.06300000000000004,0.0,4,9,419,45561
0.025000000000000015,0.0,3,9,420,45670
0.015000000000000006,0.0,5,9,421,45779
0.012000000000000004,0.0,6,9,422,45888
0.028000000000000018,0.0,3,9,423,45997
0.03800000000000003,0.0,2,9,424,46106
0.03100000000000002,0.0,9,9,425,46215
0.04400000000000003,0.0,8,9,426,46324
0.07900000000000006,0.0,1,9,427,46433
0.03300000000000002,0.0,4,9,428,46542
0.037000000000000026,0.0,0,9,429,46651
0.03300000000000002,0.0,8,9,430,46760
0.03800000000000003,0.0,3,9,431,46869
0.06200000000000005,0.0,9,9,432,46978
0.06100000000000005,0.0,5,9,433,47087
0.002,0.0,5,9,434,47196
0.07700000000000005,0.0,1,9,435,47305
0.04100000000000003,0.0,7,9,436,47414
0.013000000000000005,0.0,8,9,437,47523
0.037000000000000026,0.0,6,9,438,47632
0.047000000000000035,0.0,4,9,439,47741
0.04200000000000003,0.0,7,9,440,47850
0.05300000000000004,0.0,3,9,441,47959
0.004,0.0,5,9,442,48068
0.03900000000000003,0.0,3,9,443,48177
0.014000000000000005,0.0,6,9,444,48286
0.03200000000000002,0.0,4,9,445,48395
0.06300000000000004,0.0,7,9,446,48504
0.03900000000000003,0.0,3,9,447,48613
0.016000000000000007,0.0,0,9,448,48722
0.046000000000000034,0.0,5,9,449,48831
0.037000000000000026,0.0,9,9,450,48940
0.03800000000000003,0.0,3,9,451,49049
0.04300000000000003,0.0,7,9,452,49158
0.06900000000000005,0.0,5,9,453,49267
0.059000000000000045,0.0,5,9,454,49376
0.0,0.0,8,9,455,49485
0.01900000000000001,0.0,0,9,456,49594
0.01900000000000001,0.0,8,9,457,49703
0.04200000000000003,0.0,3,9,458,49812
0.03300000000000002,0.0,6,9,459,49921
0.008,0.0,9,9,460,50030
0.035000000000000024,0.0,3,9,461,50139
0.02100000000000001,0.0,2,9,462,50248
0.060000000000000046,0.0,7,9,463,50357
0.022000000000000013,0.0,0,9,464,50466
0.058000000000000045,0.0,3,9,465,50575
0.03400000000000002,0.0,0,9,466,50684
0.047000000000000035,0.0,3,9,467,50793
0.058000000000000045,0.0,6,9,468,50902
0.03300000000000002,0.0,1,9,469,51011
0.06200000000000005,0.0,9,9,470,51120
0.03800000000000003,0.0,2,9,471,51229
0.060000000000000046,0.0,9,9,472,51338
0.04100000000000003,0.0,4,9,473,51447
0.035000000000000024,0.0,9,9,474,51556
0.027000000000000017,0.0,1,9,475,51665
0.04900000000000004,0.0,3,9,476,51774
0.01900000000000001,0.0,2,9,477,51883
0.025000000000000015,0.0,4,9,478,51992
0.022000000000000013,0.0,9,9,479,52101
0.04500000000000003,0.0,7,9,480,52210
0.024000000000000014,0.0,4,9,481,52319
0.05000000000000004,0.0,9,9,482,52428
0.023000000000000013,0.0,4,9,483,52537
0.04500000000000003,0.0,1,9,484,52646
0.002,0.0,2,9,485,52755
0.017000000000000008,0.0,7,9,486,52864
0.028000000000000018,0.0,2,9,487,52973
0.036000000000000025,0.0,3,9,488,53082
0.01800000000000001,0.0,9,9,489,53191
0.07000000000000005,0.0,7,9,490,53300
0.024000000000000014,0.0,6,9,491,53409
0.013000000000000005,0.0,6,9,492,53518
0.06700000000000005,0.0,2,9,493,53627
0.04900000000000004,0.0,3,9,494,53736
0.02100000000000001,0.0,6,9,495,53845
0.06500000000000004,0.0,0,9,496,53954
0.01900000000000001,0.0,8,9,497,54063
0.046000000000000034,0.0,0,9,498,54172
0.05300000000000004,0.0,7,9,499,54281
0.05500000000000004,0.0,6,9,500,54390
0.0,0.0,5,9,501,54499
0.003,0.0,9,9,502,54608
0.06700000000000005,0.0,6,9,503,54717
0.048000000000000036,0.0,5,9,504,54826
0.03300000000000002,0.0,2,9,505,54935
0.06600000000000004,0.0,7,9,506,55044
0.03800000000000003,0.0,1,9,507,55153
0.02100000000000001,0.0,9,9,508,55262
0.057000000000000044,0.0,2,9,509,55371
0.022000000000000013,0.0,2,9,510,55480
0.027000000000000017,0.0,5,9,511,55589
0.006,0.0,6,9,512,55698
0.027000000000000017,0.0,4,9,513,55807
0.024000000000000014,0.0,2,9,514,55916
0.047000000000000035,0.0,2,9,515,56025
0.05300000000000004,0.0,1,9,516,56134
0.014000000000000005,0.0,0,9,517,56243
0.012000000000000004,0.0,9,9,518,56352
0.011000000000000003,0.0,0,9,519,56461
0.07100000000000005,0.0,2,9,520,56570
0.046000000000000034,0.0,8,9,521,56679
0.04000000000000003,0.0,3,9,522,56788
0.03400000000000002,0.0,0,9,523,56897
0.036000000000000025,0.0,8,9,524,57006
0.047000000000000035,0.0,8,9,525,57115
0.06600000000000004,0.0,1,9,526,57224
0.03300000000000002,0.0,0,9,527,57333
0.06200000000000005,0.0,5,9,528,57442
0.04400000000000003,0.0,8,9,529,57551
0.003,0.0,2,9,530,57660
0.004,0.0,3,9,531,57769
0.060000000000000046,0.0,5,9,532,57878
0.024000000000000014,0.0,3,9,533,57987
0.024000000000000014,0.0,8,9,534,58096
0.01800000000000001,0.0,6,9,535,58205
0.02100000000000001,0.0,4,9,536,58314
0.04900000000000004,0.0,6,9,537,58423
0.05300000000000004,0.0,3,9,538,58532
0.058000000000000045,0.0,6,9,539,58641
0.009000000000000001,0.0,2,9,540,58750
0.025000000000000015,0.0,6,9,541,58859
0.05400000000000004,0.0,5,9,542,58968
0.028000000000000018,0.0,5,9,543,59077
0.04100000000000003,0.0,9,9,544,59186
0.04900000000000004,0.0,4,9,545,59295
0.017000000000000008,0.0,6,9,546,59404
0.08000000000000006,0.0,5,9,547,59513
0.08400000000000006,0.0,1,9,548,59622
0.028000000000000018,0.0,3,9,549,59731
0.007,0.0,3,9,550,59840
0.008,0.0,8,9,551,59949
0.04500000000000003,0.0,9,9,552,60058
0.06800000000000005,0.0,5,9,553,60167
0.03400000000000002,0.0,5,9,554,60276
0.007,0.0,6,9,555,60385
0.09200000000000007,0.0,0,9,556,60494
0.05500000000000004,0.0,9,9,557,60603
0.03800000000000003,0.0,7,9,558,60712
0.06800000000000005,0.0,5,9,559,60821
0.026000000000000016,0.0,1,9,560,60930
0.048000000000000036,0.0,5,9,561,61039
0.024000000000000014,0.0,6,9,562,61148
0.04400000000000003,0.0,6,9,563,61257
0.03300000000000002,0.0,8,9,564,61366
0.05400000000000004,0.0,7,9,565,61475
0.02000000000000001,0.0,5,9,566,61584
0.024000000000000014,0.0,3,9,567,61693
0.04200000000000003,0.0,2,9,568,61802
0.06700000000000005,0.0,9,9,569,61911
0.08200000000000006,0.0,9,9,570,62020
0.014000000000000005,0.0,3,9,571,62129
0.05100000000000004,0.0,2,9,572,62238
0.06300000000000004,0.0,5,9,573,62347
0.03100000000000002,0.0,4,9,574,62456
0.09300000000000007,0.0,1,9,575,62565
0.03100000000000002,0.0,5,9,576,62674
0.0,0.0,8,9,577,62783
0.037000000000000026,0.0,3,9,578,62892
0.028000000000000018,0.0,5,9,579,63001
0.027000000000000017,0.0,8,9,580,63110
0.03000000000000002,0.0,4,9,581,63219
0.03400000000000002,0.0,1,9,582,63328
0.060000000000000046,0.0,7,9,583,63437
0.05000000000000004,0.0,8,9,584,63546
0.05500000000000004,0.0,1,9,585,63655
0.03100000000000002,0.0,2,9,586,63764
0.04500000000000003,0.0,1,9,587,63873
0.025000000000000015,0.0,1,9,588,63982
0.07700000000000005,0.0,7,9,589,64091
0.010000000000000002,0.0,5,9,590,64200
0.059000000000000045,0.0,0,9,591,64309
0.022000000000000013,0.0,4,9,592,64418
0.016000000000000007,0.0,1,9,593,64527
0.026000000000000016,0.0,1,9,594,64636
0.08100000000000006,0.0,6,9,595,64745
0.036000000000000025,0.0,6,9,596,64854
0.025000000000000015,0.0,0,9,597,64963
0.035000000000000024,0.0,2,9,598,65072
0.03900000000000003,0.0,3,9,599,65181
0.08000000000000006,0.0,7,9,600,65290
0.02100000000000001,0.0,9,9,601,65399
0.035000000000000024,0.0,2,9,602,65508
0.025000000000000015,0.0,4,9,603,65617
0.04300000000000003,0.0,9,9,604,65726
0.046000000000000034,0.0,0,9,605,65835
0.04500000000000003,0.0,6,9,606,65944
0.022000000000000013,0.0,9,9,607,66053
0.058000000000000045,0.0,2,9,608,66162
0.012000000000000004,0.0,4,9,609,66271
0.09400000000000007,0.0,7,9,610,66380
0.06300000000000004,0.0,3,9,611,66489
0.07000000000000005,0.0,0,9,612,66598
0.03800000000000003,0.0,5,9,613,66707
0.03400000000000002,0.0,4,9,614,66816
0.010000000000000002,0.0,0,9,615,66925
0.048000000000000036,0.0,2,9,616,67034
0.03100000000000002,0.0,3,9,617,67143
0.025000000000000015,0.0,1,9,618,67252
0.06300000000000004,0.0,7,9,619,67361
0.010000000000000002,0.0,1,9,620,67470
0.04900000000000004,0.0,3,9,621,67579
0.023000000000000013,0.0,4,9,622,67688
0.048000000000000036,0.0,1,9,623,67797
0.05600000000000004,0.0,7,9,624,67906
0.05000000000000004,0.0,4,9,625,68015
0.02900000000000002,0.0,0,9,626,68124
0.04000000000000003,0.0,2,9,627,68233
0.047000000000000035,0.0,7,9,628,68342
0.026000000000000016,0.0,4,9,629,68451
0.028000000000000018,0.0,0,9,630,68560
0.011000000000000003,0.0,2,9,631,68669
0.013000000000000005,0.0,6,9,632,68778
0.035000000000000024,0.0,9,9,633,68887
0.04100000000000003,0.0,2,9,634,68996
0.04100000000000003,0.0,4,9,635,69105
0.03100000000000002,0.0,9,9,636,69214
0.06200000000000005,0.0,9,9,637,69323
0.046000000000000034,0.0,5,9,638,69432
0.06200000000000005,0.0,4,9,639,69541
0.04300000000000003,0.0,4,9,640,69650
0.06700000000000005,0.0,9,9,641,69759
0.035000000000000024,0.0,8,9,642,69868
0.01800000000000001,0.0,1,9,643,69977
0.027000000000000017,0.0,5,9,644,70086
0.035000000000000024,0.0,7,9,645,70195
0.05000000000000004,0.0,0,9,646,70304
0.016000000000000007,0.0,1,9,647,70413
0.046000000000000034,0.0,3,9,648,70522
0.03800000000000003,0.0,9,9,649,70631
0.07200000000000005,0.0,2,9,650,70740
0.05600000000000004,0.0,8,9,651,70849
0.03200000000000002,0.0,2,9,652,70958
0.05100000000000004,0.0,4,9,653,71067
0.02000000000000001,0.0,8,9,654,71176
0.06100000000000005,0.0,2,9,655,71285
0.016000000000000007,0.0,9,9,656,71394
0.026000000000000016,0.0,8,9,657,71503
0.04200000000000003,0.0,7,9,658,71612
0.014000000000000005,0.0,8,9,659,71721
