% time spent exploring,episodes,head,steps,mean 100 episode reward,reward
9,651,6,38349,0.0,0.023000000000000013
9,652,3,38408,0.0,0.04900000000000004
9,653,2,38467,0.0,0.05600000000000004
9,654,3,38526,0.0,0.03400000000000002
9,655,8,38585,0.0,0.03900000000000003
9,656,8,38644,0.0,0.04300000000000003
9,657,1,38703,0.0,0.022000000000000013
9,658,7,38762,0.0,0.037000000000000026
9,659,5,38821,0.0,0.036000000000000025
9,660,1,38880,0.0,0.008
9,661,7,38939,0.0,0.04500000000000003
9,662,6,38998,0.0,0.015000000000000006
9,663,6,39057,0.0,0.04000000000000003
9,664,9,39116,0.0,0.037000000000000026
9,665,8,39175,0.0,0.026000000000000016
9,666,5,39234,0.0,0.046000000000000034
