mean 100 episode reward,reward,% time spent exploring,steps,episodes
0.0,0.058000000000000045,9,24088,222
0.0,0.03400000000000002,9,24197,223
0.0,0.0,9,24306,224
0.0,0.05200000000000004,9,24415,225
0.0,0.03000000000000002,9,24524,226
0.0,0.02900000000000002,9,24633,227
0.0,0.0,9,24742,228
0.0,0.008,9,24851,229
0.0,0.02100000000000001,9,24960,230
0.0,0.0,9,25069,231
0.0,0.004,9,25178,232
0.0,0.001,9,25287,233
0.0,0.014000000000000005,9,25396,234
0.0,0.003,9,25505,235
0.0,0.017000000000000008,9,25614,236
0.0,0.014000000000000005,9,25723,237
0.0,0.017000000000000008,9,25832,238
0.0,0.014000000000000005,9,25941,239
0.0,0.01800000000000001,9,26050,240
0.0,0.03800000000000003,9,26159,241
0.0,0.024000000000000014,9,26268,242
0.0,0.03800000000000003,9,26377,243
0.0,0.06900000000000005,9,26486,244
0.0,0.02100000000000001,9,26595,245
0.0,0.048000000000000036,9,26704,246
0.0,0.017000000000000008,9,26813,247
0.0,0.05100000000000004,9,26922,248
0.0,0.026000000000000016,9,27031,249
0.0,0.04300000000000003,9,27140,250
0.0,0.05400000000000004,9,27249,251
0.0,0.028000000000000018,9,27358,252
0.0,0.03400000000000002,9,27467,253
0.0,0.048000000000000036,9,27576,254
0.0,0.09400000000000007,9,27685,255
0.0,0.10800000000000008,9,27794,256
0.0,0.04900000000000004,9,27903,257
0.0,0.08200000000000006,9,28012,258
0.0,0.060000000000000046,9,28121,259
0.0,0.09300000000000007,9,28230,260
0.0,0.06400000000000004,9,28339,261
0.0,0.09000000000000007,9,28448,262
0.0,0.07400000000000005,9,28557,263
0.0,0.06800000000000005,9,28666,264
0.0,0.04400000000000003,9,28775,265
0.0,0.06300000000000004,9,28884,266
0.0,0.024000000000000014,9,28993,267
0.0,0.05200000000000004,9,29102,268
0.0,0.06300000000000004,9,29211,269
0.0,0.09900000000000007,9,29320,270
0.0,0.06600000000000004,9,29429,271
0.0,0.08500000000000006,9,29538,272
0.0,0.04400000000000003,9,29647,273
0.0,0.04900000000000004,9,29756,274
0.0,0.03900000000000003,9,29865,275
0.0,0.048000000000000036,9,29974,276
0.0,0.06200000000000005,9,30083,277
0.0,0.08500000000000006,9,30192,278
0.0,0.047000000000000035,9,30301,279
0.0,0.059000000000000045,9,30410,280
0.0,0.06600000000000004,9,30519,281
0.0,0.011000000000000003,9,30628,282
0.0,0.008,9,30737,283
0.0,0.017000000000000008,9,30846,284
0.0,0.007,9,30955,285
0.0,0.015000000000000006,9,31064,286
0.0,0.016000000000000007,9,31173,287
0.0,0.008,9,31282,288
0.0,0.03300000000000002,9,31391,289
0.0,0.02900000000000002,9,31500,290
0.0,0.05100000000000004,9,31609,291
0.0,0.023000000000000013,9,31718,292
0.0,0.03900000000000003,9,31827,293
0.0,0.05200000000000004,9,31936,294
0.0,0.04300000000000003,9,32045,295
0.0,0.09600000000000007,9,32154,296
0.0,0.057000000000000044,9,32263,297
0.0,0.09000000000000007,9,32372,298
0.0,0.09900000000000007,9,32481,299
0.0,0.09900000000000007,9,32590,300
0.0,0.08500000000000006,9,32699,301
0.0,0.10000000000000007,9,32808,302
0.0,0.10500000000000008,9,32917,303
0.0,0.06600000000000004,9,33026,304
0.0,0.10600000000000008,9,33135,305
0.0,0.08600000000000006,9,33244,306
0.0,0.06900000000000005,9,33353,307
0.0,0.10000000000000007,9,33462,308
0.0,0.08600000000000006,9,33571,309
0.0,0.08900000000000007,9,33680,310
0.0,0.06500000000000004,9,33789,311
0.0,0.06600000000000004,9,33898,312
0.0,0.07400000000000005,9,34007,313
0.0,0.08900000000000007,9,34116,314
0.1,0.10600000000000008,9,34225,315
0.1,0.09000000000000007,9,34334,316
0.1,0.07800000000000006,9,34443,317
0.1,0.07600000000000005,9,34552,318
0.1,0.03800000000000003,9,34661,319
0.1,0.006,9,34770,320
0.1,0.009000000000000001,9,34879,321
0.0,0.023000000000000013,9,34988,322
0.0,0.017000000000000008,9,35097,323
0.1,0.02000000000000001,9,35206,324
0.0,0.005,9,35315,325
0.0,0.026000000000000016,9,35424,326
0.0,0.028000000000000018,9,35533,327
0.0,0.05100000000000004,9,35642,328
0.1,0.009000000000000001,9,35751,329
0.1,0.07300000000000005,9,35860,330
0.1,0.04500000000000003,9,35969,331
0.1,0.05100000000000004,9,36078,332
0.1,0.09100000000000007,9,36187,333
0.1,0.09600000000000007,9,36296,334
0.1,0.10200000000000008,9,36405,335
0.1,0.08500000000000006,9,36514,336
0.1,0.05400000000000004,9,36623,337
0.1,0.048000000000000036,9,36732,338
0.1,0.01900000000000001,9,36841,339
0.1,0.037000000000000026,9,36950,340
0.1,0.05200000000000004,9,37059,341
0.1,0.060000000000000046,9,37168,342
0.1,0.07000000000000005,9,37277,343
0.1,0.07800000000000006,9,37386,344
0.1,0.07100000000000005,9,37495,345
0.1,0.09300000000000007,9,37604,346
0.1,0.06300000000000004,9,37713,347
0.1,0.046000000000000034,9,37822,348
0.1,0.07700000000000005,9,37931,349
0.1,0.058000000000000045,9,38040,350
0.1,0.07900000000000006,9,38149,351
0.1,0.07800000000000006,9,38258,352
0.1,0.06100000000000005,9,38367,353
0.1,0.07100000000000005,9,38476,354
0.1,0.06600000000000004,9,38585,355
0.1,0.08200000000000006,9,38694,356
0.1,0.08200000000000006,9,38803,357
0.1,0.08800000000000006,9,38912,358
0.1,0.09000000000000007,9,39021,359
0.1,0.10400000000000008,9,39130,360
0.1,0.09300000000000007,9,39239,361
0.1,0.06600000000000004,9,39348,362
0.1,0.047000000000000035,9,39457,363
0.1,0.06400000000000004,9,39566,364
0.1,0.07400000000000005,9,39675,365
0.1,0.07200000000000005,9,39784,366
0.1,0.059000000000000045,9,39893,367
0.1,0.07400000000000005,9,40002,368
0.1,0.08500000000000006,9,40111,369
0.1,0.10600000000000008,9,40220,370
0.1,0.05600000000000004,9,40329,371
0.1,0.04400000000000003,9,40438,372
0.1,0.08200000000000006,9,40547,373
0.1,0.08500000000000006,9,40656,374
0.1,0.07700000000000005,9,40765,375
0.1,0.06300000000000004,9,40874,376
0.1,0.07500000000000005,9,40983,377
0.1,0.06500000000000004,9,41092,378
0.1,0.06200000000000005,9,41201,379
0.1,0.059000000000000045,9,41310,380
0.1,0.07900000000000006,9,41419,381
0.1,0.04900000000000004,9,41528,382
0.1,0.017000000000000008,9,41637,383
0.1,0.05500000000000004,9,41746,384
0.1,0.035000000000000024,9,41855,385
0.1,0.059000000000000045,9,41964,386
0.1,0.03800000000000003,9,42073,387
0.1,0.05300000000000004,9,42182,388
0.1,0.037000000000000026,9,42291,389
0.1,0.04200000000000003,9,42400,390
0.1,0.05400000000000004,9,42509,391
0.1,0.04200000000000003,9,42618,392
0.1,0.03200000000000002,9,42727,393
0.1,0.046000000000000034,9,42836,394
0.1,0.037000000000000026,9,42945,395
0.1,0.05100000000000004,9,43054,396
0.1,0.08400000000000006,9,43163,397
0.1,0.058000000000000045,9,43272,398
0.1,0.04200000000000003,9,43381,399
0.1,0.07300000000000005,9,43490,400
0.1,0.08500000000000006,9,43599,401
0.1,0.05500000000000004,9,43708,402
0.1,0.07400000000000005,9,43817,403
0.1,0.05300000000000004,9,43926,404
0.1,0.04500000000000003,9,44035,405
0.1,0.07600000000000005,9,44144,406
0.1,0.09000000000000007,9,44253,407
0.1,0.02100000000000001,9,44362,408
0.1,0.07900000000000006,9,44471,409
0.1,0.058000000000000045,9,44580,410
0.1,0.005,9,44689,411
0.1,0.08500000000000006,9,44798,412
0.1,0.06300000000000004,9,44907,413
0.1,0.05500000000000004,9,45016,414
0.1,0.04900000000000004,9,45125,415
0.1,0.05200000000000004,9,45234,416
0.1,0.023000000000000013,9,45343,417
0.1,0.05400000000000004,9,45452,418
0.1,0.06600000000000004,9,45561,419
0.1,0.010000000000000002,9,45670,420
0.1,0.03800000000000003,9,45779,421
0.1,0.057000000000000044,9,45888,422
0.1,0.05600000000000004,9,45997,423
0.1,0.08000000000000006,9,46106,424
0.1,0.05400000000000004,9,46215,425
0.1,0.07300000000000005,9,46324,426
0.1,0.08600000000000006,9,46433,427
0.1,0.08500000000000006,9,46542,428
0.1,0.08600000000000006,9,46651,429
0.1,0.09100000000000007,9,46760,430
0.1,0.06800000000000005,9,46869,431
0.1,0.07000000000000005,9,46978,432
0.1,0.07900000000000006,9,47087,433
0.1,0.10500000000000008,9,47196,434
0.1,0.08900000000000007,9,47305,435
0.1,0.09400000000000007,9,47414,436
0.1,0.08700000000000006,9,47523,437
0.1,0.09300000000000007,9,47632,438
0.1,0.10100000000000008,9,47741,439
0.1,0.06800000000000005,9,47850,440
0.1,0.10100000000000008,9,47959,441
0.1,0.09900000000000007,9,48068,442
0.1,0.06600000000000004,9,48177,443
0.1,0.05500000000000004,9,48286,444
0.1,0.09600000000000007,9,48395,445
0.1,0.05600000000000004,9,48504,446
0.1,0.08700000000000006,9,48613,447
0.1,0.08200000000000006,9,48722,448
0.1,0.09800000000000007,9,48831,449
0.1,0.09300000000000007,9,48940,450
0.1,0.07200000000000005,9,49049,451
0.1,0.07900000000000006,9,49158,452
0.1,0.04100000000000003,9,49267,453
0.1,0.07900000000000006,9,49376,454
0.1,0.06200000000000005,9,49485,455
0.1,0.047000000000000035,9,49594,456
0.1,0.06700000000000005,9,49703,457
0.1,0.035000000000000024,9,49812,458
0.1,0.027000000000000017,9,49921,459
0.1,0.04000000000000003,9,50030,460
0.1,0.04400000000000003,9,50139,461
0.1,0.035000000000000024,9,50248,462
0.1,0.057000000000000044,9,50357,463
0.1,0.057000000000000044,9,50466,464
0.1,0.05000000000000004,9,50575,465
0.1,0.025000000000000015,9,50684,466
0.1,0.03800000000000003,9,50793,467
0.1,0.05200000000000004,9,50902,468
0.1,0.02900000000000002,9,51011,469
0.1,0.04900000000000004,9,51120,470
0.1,0.04900000000000004,9,51229,471
0.1,0.04300000000000003,9,51338,472
0.1,0.07800000000000006,9,51447,473
0.1,0.07500000000000005,9,51556,474
0.1,0.05200000000000004,9,51665,475
0.1,0.04200000000000003,9,51774,476
0.1,0.03000000000000002,9,51883,477
0.1,0.047000000000000035,9,51992,478
0.1,0.08700000000000006,9,52101,479
0.1,0.06100000000000005,9,52210,480
0.1,0.06900000000000005,9,52319,481
0.1,0.07900000000000006,9,52428,482
0.1,0.04300000000000003,9,52537,483
0.1,0.036000000000000025,9,52646,484
0.1,0.04500000000000003,9,52755,485
0.1,0.04100000000000003,9,52864,486
0.1,0.05100000000000004,9,52973,487
0.1,0.06600000000000004,9,53082,488
0.1,0.10300000000000008,9,53191,489
0.1,0.03900000000000003,9,53300,490
0.1,0.06800000000000005,9,53409,491
0.1,0.08700000000000006,9,53518,492
0.1,0.059000000000000045,9,53627,493
0.1,0.07800000000000006,9,53736,494
0.1,0.09100000000000007,9,53845,495
0.1,0.04400000000000003,9,53954,496
0.1,0.08300000000000006,9,54063,497
0.1,0.04900000000000004,9,54172,498
0.1,0.07300000000000005,9,54281,499
0.1,0.06300000000000004,9,54390,500
0.1,0.058000000000000045,9,54499,501
0.1,0.08100000000000006,9,54608,502
0.1,0.07000000000000005,9,54717,503
0.1,0.06700000000000005,9,54826,504
0.1,0.06400000000000004,9,54935,505
0.1,0.060000000000000046,9,55044,506
0.1,0.07800000000000006,9,55153,507
0.1,0.09500000000000007,9,55262,508
0.1,0.060000000000000046,9,55371,509
0.1,0.08100000000000006,9,55480,510
0.1,0.06300000000000004,9,55589,511
0.1,0.04900000000000004,9,55698,512
0.1,0.05600000000000004,9,55807,513
0.1,0.04300000000000003,9,55916,514
0.1,0.060000000000000046,9,56025,515
0.1,0.05600000000000004,9,56134,516
0.1,0.07400000000000005,9,56243,517
