episodes,reward,mean 100 episode reward,% time spent exploring,steps
716,0.06400000000000004,0.1,9,77934
717,0.06200000000000005,0.1,9,78043
718,0.03200000000000002,0.1,9,78152
719,0.06100000000000005,0.1,9,78261
720,0.03000000000000002,0.1,9,78370
721,0.08700000000000006,0.1,9,78479
722,0.060000000000000046,0.1,9,78588
723,0.059000000000000045,0.1,9,78697
724,0.06200000000000005,0.1,9,78806
725,0.08000000000000006,0.1,9,78915
726,0.09300000000000007,0.1,9,79024
727,0.07300000000000005,0.1,9,79133
728,0.03900000000000003,0.1,9,79242
729,0.06300000000000004,0.1,9,79351
730,0.06200000000000005,0.1,9,79460
731,0.06100000000000005,0.1,9,79569
732,0.07400000000000005,0.1,9,79678
733,0.08100000000000006,0.1,9,79787
734,0.06500000000000004,0.1,9,79896
735,0.06100000000000005,0.1,9,80005
736,0.058000000000000045,0.1,9,80114
737,0.03800000000000003,0.1,9,80223
738,0.06800000000000005,0.1,9,80332
739,0.07100000000000005,0.1,9,80441
740,0.05300000000000004,0.1,9,80550
741,0.035000000000000024,0.1,9,80659
742,0.03100000000000002,0.1,9,80768
743,0.036000000000000025,0.1,9,80877
744,0.02900000000000002,0.1,9,80986
745,0.037000000000000026,0.1,9,81095
746,0.05300000000000004,0.1,9,81204
747,0.03300000000000002,0.1,9,81313
748,0.048000000000000036,0.1,9,81422
749,0.012000000000000004,0.1,9,81531
750,0.024000000000000014,0.1,9,81640
751,0.05500000000000004,0.1,9,81749
752,0.011000000000000003,0.1,9,81858
753,0.023000000000000013,0.1,9,81967
754,0.048000000000000036,0.1,9,82076
755,0.08300000000000006,0.1,9,82185
756,0.05100000000000004,0.1,9,82294
757,0.04500000000000003,0.1,9,82403
758,0.07100000000000005,0.1,9,82512
759,0.08400000000000006,0.1,9,82621
760,0.09600000000000007,0.1,9,82730
761,0.08700000000000006,0.1,9,82839
762,0.08200000000000006,0.1,9,82948
763,0.07900000000000006,0.1,9,83057
764,0.05600000000000004,0.1,9,83166
765,0.04000000000000003,0.1,9,83275
766,0.05300000000000004,0.1,9,83384
767,0.05400000000000004,0.1,9,83493
768,0.06200000000000005,0.1,9,83602
769,0.06700000000000005,0.1,9,83711
770,0.048000000000000036,0.1,9,83820
771,0.05500000000000004,0.1,9,83929
772,0.05500000000000004,0.1,9,84038
773,0.06900000000000005,0.1,9,84147
774,0.047000000000000035,0.1,9,84256
775,0.09500000000000007,0.1,9,84365
776,0.05000000000000004,0.1,9,84474
777,0.03200000000000002,0.1,9,84583
778,0.036000000000000025,0.1,9,84692
779,0.03400000000000002,0.1,9,84801
780,0.07400000000000005,0.1,9,84910
781,0.046000000000000034,0.1,9,85019
782,0.03400000000000002,0.1,9,85128
783,0.024000000000000014,0.1,9,85237
784,0.048000000000000036,0.1,9,85346
785,0.06100000000000005,0.1,9,85455
786,0.059000000000000045,0.1,9,85564
787,0.05200000000000004,0.1,9,85673
788,0.07400000000000005,0.1,9,85782
789,0.05400000000000004,0.1,9,85891
790,0.060000000000000046,0.1,9,86000
791,0.03200000000000002,0.1,9,86109
792,0.025000000000000015,0.1,9,86218
793,0.026000000000000016,0.1,9,86327
794,0.015000000000000006,0.1,9,86436
795,0.059000000000000045,0.1,9,86545
